Title,Book_category,Star_rating,Price,Stock,Quantity,Source_File,Sharp Objects,Mystery,Four,47.82,In stock,20,Soumission,Fiction,One,50.1,Issue_Date,Return_Date,Random_Book_Sum
Benjamin Franklin: An American Life,Biography,Three,48.19,,7.0,high_stock_books.csv,,,,,,,,,,,,2025-02-15,82.0
A Summer In Europe,Travel,Two,44.34,In stock,7.0,high_stock_books.csv,,,,,,,,,,,2025-07-08,2025-07-13,5.0
A Short History of Nearly Everything,History,Five,52.4,In stock,7.0,high_stock_books.csv,,,,,,,,,,,2025-06-13,2025-07-02,2.0
A Gathering of Shadows (Shades of Magic #2),Fantasy,Four,44.81,In stock,7.0,high_stock_books.csv,,,,,,,,,,,2024-12-09,2024-12-10,77.0
The Sound Of Love,Default,Five,57.84,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-05-28,2025-06-15,95.0
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,Two,39.67,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-02-17,2025-03-05,14.0
The Perks of Being a Wallflower,Default,Three,55.02,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-04-09,2025-05-06,63.0
The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,Four,24.8,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-07-17,2025-07-29,58.0
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,Four,59.45,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-11-15,2024-12-03,18.0
The Makings of a Fatherless Child,Default,Two,31.58,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-12-15,2025-01-11,15.0
The Joy of Cooking,Add a comment,Four,43.27,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-12-04,2024-12-08,41.0
The Invention of Wings,Historical Fiction,One,37.34,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-11-13,2024-12-13,78.0
The Hobbit (Middle-Earth Universe),Default,Five,17.8,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-07-14,2025-08-07,95.0
The Great Railway Bazaar,Travel,One,30.54,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-02-01,2025-02-03,68.0
The Golden Compass (His Dark Materials #1),Add a comment,,18.77,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-12-11,2024-12-29,89.0
The God Delusion,Add a comment,Three,46.85,In stock,6.0,high_stock_books.csv,,,,,,,,,,,,2025-01-09,42.0
The Girl You Left Behind (The Girl You Left Behind #1),Historical,One,15.79,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-05-19,2025-05-23,59.0
The Fellowship of the Ring (The Lord of the Rings #1),Default,Two,10.27,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-05-05,2025-05-11,
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,Five,15.42,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-03-30,2025-04-14,97.0
The Barefoot Contessa Cookbook,Food and Drink,Five,59.92,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-06-24,2025-07-06,79.0
Tell the Wolves I'm Home,Young Adult,Two,50.96,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-06-21,2025-06-22,94.0
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,Three,30.6,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-06-07,2025-06-28,30.0
Pride and Prejudice,Add a comment,Four,19.27,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-04-03,2025-04-28,38.0
Musicophilia: Tales of Music and the Brain,Default,One,46.58,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-01-21,2025-01-22,63.0
Mere Christianity,Add a comment,Three,48.51,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-12-15,2025-01-03,29.0
Me Before You (Me Before You #1),Fiction,One,19.02,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-11-19,2024-12-02,95.0
In the Woods (Dublin Murder Squad #1),Mystery,Two,38.38,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-08-13,2025-08-23,86.0
In Cold Blood,Nonfiction,Four,49.98,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-04-22,2025-04-25,79.0
How to Stop Worrying and Start Living,Self Help,Five,46.49,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-09-30,2025-10-24,19.0
Give It Back,Thriller,Two,18.32,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-06-24,2025-06-27,72.0
"Girl, Interrupted",Nonfiction,Three,42.14,In stock,6.0,,,,,,,,,,,,2025-08-13,2025-08-16,61.0
Fun Home: A Family Tragicomic,Add a comment,Four,56.59,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-07-01,2025-07-07,12.0
"Fruits Basket, Vol. 6 (Fruits Basket #6)",Sequential Art,Four,20.96,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-05-23,2025-06-19,98.0
Deception Point,Fiction,Four,40.32,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-12-04,2024-12-04,91.0
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Sequential Art,Three,36.39,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-04-13,2025-04-14,6.0
Catherine the Great: Portrait of a Woman,History,Four,58.55,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-02-21,2025-03-22,1.0
Better Homes and Gardens New Cook Book,Food and Drink,Three,39.61,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-08-09,2025-09-06,87.0
An Unquiet Mind: A Memoir of Moods and Madness,Psychology,Three,21.3,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2024-10-18,2024-11-03,84.0
A Year in Provence (Provence #1),Travel,Four,56.88,In stock,6.0,high_stock_books.csv,,,,,,,,,,,2025-05-16,2025-05-24,22.0
World Without End (The Pillars of the Earth #2),Historical Fiction,Four,32.97,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-10-13,2025-10-16,22.0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,Four,47.31,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-04-11,2025-04-14,44.0
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,Two,48.67,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-07-10,2025-07-20,40.0
Where She Went (If I Stay #2),Young Adult,Four,41.73,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-06-25,2025-07-13,52.0
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,Four,53.68,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-08-06,2025-08-08,54.0
Two Summers,Young Adult,One,14.64,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-12-04,2024-12-24,58.0
This Is Your Brain on Music: The Science of a Human Obsession,Music,One,38.4,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-03-06,2025-03-27,88.0
The Secret Garden,Classics,Four,15.08,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-09-06,2025-09-27,100.0
The Raven King (The Raven Cycle #4),Add a comment,Two,30.57,In stock,5.0,,,,,,,,,,,,2025-03-16,2025-03-28,71.0
The Raven Boys (The Raven Cycle #1),Fantasy,Four,57.74,In stock,5.0,high_stock_books.csv,,,,,,,,,,,,2025-05-01,70.0
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,Five,11.05,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-07-28,2025-08-10,52.0
The Metamorphosis,Classics,One,28.58,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-03-23,2025-04-08,96.0
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,Five,42.91,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-02-06,2025-02-14,10.0
The Little Paris Bookshop,Fiction,Three,24.73,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-04-19,2025-04-19,42.0
The Hiding Place,History,Four,55.91,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-10-03,2025-10-10,20.0
The Grand Design,Science,Three,13.76,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-05-29,2025-06-06,2.0
The Firm,Fiction,Three,45.56,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-01-24,2025-02-13,85.0
The Fault in Our Stars,Default,One,47.22,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-12-12,2024-12-28,67.0
The False Prince (The Ascendance Trilogy #1),Fantasy,Five,56.0,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-09-11,2025-09-26,38.0
The Expatriates,Fiction,Two,44.58,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-03-05,2025-04-03,34.0
The Dream Thieves (The Raven Cycle #2),Default,One,34.5,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-07-14,2025-08-02,67.0
The Darkest Corners,Young Adult,Five,11.33,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-10-04,2025-10-27,61.0
The Crossover,Poetry,Four,38.77,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-11-13,2024-11-17,61.0
The 5th Wave (The 5th Wave #1),Default,Two,11.83,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-12-27,2025-01-06,95.0
Tell the Wind and Fire,Fantasy,Three,45.51,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-11-06,2024-11-26,1.0
Tell Me Three Things,Young Adult,One,41.81,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-10-26,2024-10-28,92.0
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,,25.15,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-04-07,2025-05-03,7.0
Siddhartha,Fiction,Five,34.22,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-02-03,2025-02-12,43.0
Shiver (The Wolves of Mercy Falls #1),Default,Five,16.23,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-07-18,2025-07-19,1.0
Remember Me?,Default,Three,11.48,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-12-04,2024-12-27,75.0
Red Dragon (Hannibal Lecter #1),Horror,Three,23.37,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-06-01,2025-06-29,22.0
Peak: Secrets from the New Science of Expertise,Science,Two,16.28,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-05-03,2025-05-12,24.0
My Mother Was Nuts,Nonfiction,Four,31.63,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-03-16,2025-03-31,65.0
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,Five,24.91,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-10-04,2025-10-20,32.0
,Childrens,One,22.54,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-12-28,2025-01-18,25.0
Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,Four,23.63,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-02-27,2025-03-13,
Logan Kade (Fallen Crest High #5.5),Academic,Two,13.12,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-08-04,2025-08-26,86.0
Last One Home (New Beginnings #1),Fiction,Three,59.98,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-01-19,2025-01-28,71.0
Killing Floor (Jack Reacher #1),Thriller,Four,31.49,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-04-07,2025-04-23,68.0
Kill the Boy Band,Young Adult,Five,15.52,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-11-18,2024-11-23,21.0
Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,Five,48.13,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-07-27,2025-08-18,71.0
If I Stay (If I Stay #1),Default,Five,38.13,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-10-11,2025-10-27,18.0
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,Two,36.55,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-03-05,2025-03-26,87.0
Harry Potter and the Deathly Hallows (Harry Potter #7),Default,One,23.32,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-09-09,2025-09-11,11.0
"Fruits Basket, Vol. 5 (Fruits Basket #5)",Sequential Art,One,16.33,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-05-11,2025-06-03,4.0
Foundation (Foundation (Publication Order) #1),Science Fiction,One,32.42,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-09-01,2025-09-02,51.0
Fool Me Once,Default,One,16.96,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-09-04,2025-09-29,6.0
Find Her (Detective D.D. Warren #8),Add a comment,One,22.37,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-10-05,2025-10-20,70.0
Evicted: Poverty and Profit in the American City,Add a comment,One,42.27,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-12-21,2025-01-12,85.0
Drama,Default,Two,38.7,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-04-20,2025-04-25,37.0
Dracula the Un-Dead,Horror,Five,35.63,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-08-28,2025-09-13,36.0
Digital Fortress,Fiction,Five,58.0,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-12-13,2024-12-29,78.0
"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,One,52.41,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-06-22,2025-07-02,41.0
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,Three,32.35,In stock,5.0,,,,,,,,,,,,2025-07-03,2025-07-12,85.0
Critique of Pure Reason,Philosophy,One,20.75,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-06-27,2025-07-06,14.0
Booked,Poetry,Five,17.49,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-05-03,2025-05-14,50.0
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,Five,34.13,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-08-07,2025-08-14,46.0
Approval Junkie: Adventures in Caring Too Much,Autobiography,Five,58.81,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-08-03,2025-08-06,61.0
,,Five,10.0,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2024-10-19,2024-10-22,94.0
America's War for the Greater Middle East: A Military History,History,,51.22,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-06-20,2025-07-02,51.0
Alight (The Generations Trilogy #2),Default,Four,58.59,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-08-29,2025-09-01,43.0
A Girl's Guide to Moving On (New Beginnings #2),Romance,One,31.3,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-02-20,2025-03-07,63.0
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,Two,46.42,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-08-02,2025-08-26,29.0
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,Four,17.21,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-01-10,2025-01-28,64.0
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,Three,10.79,In stock,5.0,high_stock_books.csv,,,,,,,,,,,2025-04-07,2025-04-12,89.0
Vogue Colors A to Z: A Fashion Coloring Book,Default,Four,52.35,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-04-15,2025-04-23,43.0
The Shining (The Shining #1),Default,Three,27.88,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-01-28,2025-01-30,68.0
The Pilgrim's Progress,Classics,Two,50.26,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-02-25,2025-03-05,11.0
The Perfect Play (Play by Play #1),Romance,Three,59.99,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-11-20,2024-12-11,30.0
The Passion of Dolssa,Historical Fiction,Five,28.32,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-11-22,2024-11-26,34.0
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,Three,38.71,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-07-15,2025-07-27,79.0
The Hunger Games (The Hunger Games #1),Default,Five,29.85,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-06-08,2025-06-11,45.0
The Hound of the Baskervilles (Sherlock Holmes #5),Classics,Two,14.82,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-10-24,2024-11-07,8.0
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,Four,16.81,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-11-16,2024-11-21,51.0
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,Two,28.23,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-02-18,2025-03-06,57.0
The Demonists (Demonist #1),Fantasy,Two,52.11,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-03-03,2025-03-16,16.0
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,Two,27.88,In stock,4.0,,,,,,,,,,,,2025-02-09,2025-02-17,23.0
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,Three,59.71,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-04-01,2025-04-05,48.0
The Beast (Black Dagger Brotherhood #14),Fantasy,Five,46.08,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-07-30,2025-08-20,47.0
Some Women,Womens Fiction,Five,13.73,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-11-23,2024-12-07,37.0
Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,Five,48.39,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-06-01,2025-06-02,31.0
Paper and Fire (The Great Library #2),Fantasy,Five,49.45,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-08-01,2025-08-06,54.0
Outlander (Outlander #1),Default,Five,19.67,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-09-18,2025-09-24,73.0
No One Here Gets Out Alive,Music,Five,20.02,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-07-27,2025-08-20,95.0
Night Shift (Night Shift #1-20),Horror,Four,12.75,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-06-27,2025-06-29,5.0
Needful Things,Horror,Four,47.51,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-07-30,2025-08-18,55.0
Mockingjay (The Hunger Games #3),Default,Four,20.44,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-01-23,2025-01-24,50.0
Misery,Horror,Two,34.79,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-12-20,2025-01-12,2.0
Little Women (Little Women #1),Classics,Four,28.07,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-06-02,2025-06-25,80.0
It,Horror,Three,25.01,,4.0,high_stock_books.csv,,,,,,,,,,,2024-11-14,2024-11-24,17.0
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,Three,13.9,In stock,4.0,,,,,,,,,,,,2025-10-10,2025-11-08,74.0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,Four,24.17,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-02-06,2025-02-15,25.0
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,Four,31.63,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-04-30,2025-05-09,50.0
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,Five,48.75,,4.0,high_stock_books.csv,,,,,,,,,,,2025-04-01,2025-04-07,26.0
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,One,14.74,In stock,4.0,,,,,,,,,,,,2025-02-19,2025-03-04,29.0
Gone with the Wind,Classics,Three,32.49,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-08-03,2025-08-03,84.0
God Is Not Great: How Religion Poisons Everything,Nonfiction,One,27.8,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-10-29,2024-11-07,26.0
Girl With a Pearl Earring,Historical Fiction,One,26.77,,4.0,high_stock_books.csv,,,,,,,,,,,2025-03-24,2025-04-19,32.0
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,Four,50.44,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-02-04,2025-02-24,99.0
Far From True (Promise Falls Trilogy #2),Thriller,Two,34.93,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-12-07,2024-12-13,69.0
Dark Lover (Black Dagger Brotherhood #1),Romance,One,12.87,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-01-31,2025-02-11,98.0
Confessions of a Shopaholic (Shopaholic #1),,Two,48.94,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-05-11,2025-06-03,91.0
Changing the Game (Play by Play #2),Romance,Three,13.38,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-12-19,2025-01-17,54.0
Candide,Classics,Three,58.63,In stock,4.0,,,,,,,,,,,,2024-10-30,2024-11-21,21.0
Can You Keep a Secret?,Womens Fiction,One,21.94,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-08-28,2025-09-27,3.0
Atlas Shrugged,Fiction,Five,26.58,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-08-13,2025-09-04,88.0
Animal Farm,Classics,Three,57.22,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-04-20,2025-04-27,51.0
A Walk to Remember,Romance,One,56.43,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-10-26,2024-11-11,10.0
A New Earth: Awakening to Your Life's Purpose,Spirituality,Five,55.65,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2025-06-18,2025-07-02,26.0
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,One,27.62,In stock,,high_stock_books.csv,,,,,,,,,,,2025-09-07,2025-09-20,79.0
'Salem's Lot,Horror,Four,49.56,In stock,4.0,high_stock_books.csv,,,,,,,,,,,2024-11-14,2024-11-19,30.0
Zero History (Blue Ant #3),Default,One,34.77,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-02-12,2025-02-22,39.0
Wuthering Heights,Classics,Three,17.73,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2024-11-22,2024-11-22,78.0
World War Z: An Oral History of the Zombie War,Default,One,21.8,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2024-10-17,2024-11-16,63.0
Wild: From Lost to Found on the Pacific Crest Trail,Default,,46.02,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-06-07,2025-06-11,37.0
"Where'd You Go, Bernadette",Default,,18.13,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-03-20,2025-03-26,45.0
When You Are Engulfed in Flames,Humor,Five,30.89,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2024-12-25,2025-01-04,93.0
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,Three,31.95,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-02-12,2025-03-03,94.0
We Are All Completely Beside Ourselves,Contemporary,One,24.04,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-06-08,2025-07-06,42.0
Walk the Edge (Thunder Road #2),Young Adult,Three,32.36,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2024-11-01,2024-11-03,65.0
Voyager (Outlander #3),Historical Fiction,Five,21.07,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-03-22,2025-04-16,47.0
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,Three,50.66,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-08-28,2025-09-08,3.0
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,Two,13.66,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-01-30,2025-02-27,37.0
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,One,58.09,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-04-22,2025-05-02,49.0
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,One,30.0,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-07-05,2025-07-29,97.0
Two Boys Kissing,Young Adult,Two,32.74,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2024-10-21,2024-10-30,98.0
Twilight (Twilight #1),Default,Two,41.93,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-07-08,2025-07-09,62.0
Twenties Girl,Womens Fiction,Two,42.8,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-10-02,2025-10-21,74.0
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,One,53.51,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-03-18,2025-04-06,18.0
Three-Martini Lunch,Fiction,Three,23.21,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-07-07,2025-07-13,18.0
"Thinking, Fast and Slow",Psychology,One,21.14,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-09-10,2025-09-13,87.0
The Wild Robot,Childrens,,56.07,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-08-06,2025-09-04,38.0
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,Three,14.41,In stock,3.0,high_stock_books.csv,,,,,,,,,,,,,72.0
The Undomestic Goddess,Womens Fiction,,45.75,In stock,,high_stock_books.csv,,,,,,,,,,,2025-08-10,2025-09-06,86.0
The Travelers,Thriller,One,15.77,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-07-01,2025-07-20,85.0
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,Two,10.02,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-06-19,2025-07-08,20.0
The Thing About Jellyfish,Childrens,One,48.77,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-05-23,2025-05-31,100.0
The Stand,Horror,Two,57.86,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-08-17,2025-08-31,81.0
The Smitten Kitchen Cookbook,,One,23.59,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-02-05,2025-03-02,94.0
The Silkworm (Cormoran Strike #2),Mystery,Five,23.05,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-02-19,2025-02-19,37.0
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,Five,55.55,In stock,,high_stock_books.csv,,,,,,,,,,,2025-07-04,2025-07-11,56.0
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,Four,58.64,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-09-14,2025-09-22,54.0
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Travel,One,23.21,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2025-05-14,2025-05-18,76.0
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,Three,42.57,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2024-11-16,2024-12-16,88.0
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,One,10.92,In stock,3.0,high_stock_books.csv,,,,,,,,,,,2024-12-28,2025-01-03,1.0
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,One,34.77,In stock,,high_stock_books.csv,,,,,,,,,,,2025-04-15,2025-05-06,20.0
